,caption,image_path,subset,split,pathology,roi_text,noisy_text,corrected_text,med_umls_ids,magnification,height,width,not_histology,single_wsi
8,Further IHC is needed to guide diagnosis.,rdYF1iLJvrs_image_d18cb277-2e5b-4263-a618-aac2302e3352.jpg,quilt,train,"['Hematopathology', 'Dermatopathology', 'Head and Neck']",[]," These cells, let's take a look at them, are, again, similarly kind of small to medium in size. Nondescript, they're hyperchromatic nuclei. They have probably a little bit more pleomorphic nuclear features compared to the last case that we just looked at. As well, there's no real architecture to this, so, again, we kind of need a little bit of more IHC to guide us for this. I guess another thing just to point out is that"," These cells, let's take a look at them, are, again, similarly kind of small to medium in size. Nondescript, they're hyperchromatic nuclei. They have probably a little bit more pleomorphic nuclear features compared to the last case that we just looked at. As well, there's no real architecture to this, so, again, we kind of need a little bit of more IHC to guide us for this. I guess another thing just to point out is that","[[{'entity': 'Nondescript cells', 'concept_id': 'C1865791', 'confidence': 0.6172241568565369}, {'entity': 'hyperchromatic nuclei', 'concept_id': 'C3553776', 'confidence': 1.0}, {'entity': 'pleomorphic', 'concept_id': 'C1514164', 'confidence': 1.0}], [{'entity': 'No real', 'concept_id': 'C0237400', 'confidence': 0.7951179146766663}, {'entity': 'architecture', 'concept_id': 'C0003737', 'confidence': 1.0}, {'entity': 'cells', 'concept_id': 'C0007584', 'confidence': 0.9999999403953552}], [{'entity': 'IHC', 'concept_id': 'C0021044', 'confidence': 1.0}, {'entity': 'diagnosis', 'concept_id': 'C0011900', 'confidence': 0.9999998807907104}]]",2.0,1080.0,1920.0,0,0
9,"Orthokeratosis, parakeratosis, and neutrophils are seen in psoriasis.",wK1VZ8lnQLM_image_63c2e228-b520-4bf1-8e71-4e1e0a16063c.jpg,quilt,train,"['Dermatopathology', 'Soft tissue', 'Hematopathology']","['neutrophils', 'orthokeratosis', 'parakeratosis', 'neutrophils']"," so that would fit quite nicely. And if we look here, there are the neutrophils, and I don't know whether, there's a times 40, and so you can see orthokeratosis, parakeratosis and neutrophils in the middle. And we're going to go back just to the lower power, because I wanted just to have a little look at the vessels, because they're an important and integral part of diagnosing any variant of psoriasis, so let's look at those at very high power."," so that would fit quite nicely. And if we look here, there are the neutrophils, and I don't know whether, there's a times 40, and so you can see orthokeratosis, parakeratosis and neutrophils in the middle. And we're going to go back just to the lower power, because I wanted just to have a little look at the vessels, because they're an important and integral part of diagnosing any variant of psoriasis, so let's look at those at very high power.","[[{'entity': 'Orthokeratosis', 'concept_id': 'C1843359', 'confidence': 1.0}, {'entity': 'parakeratosis', 'concept_id': 'C0030436', 'confidence': 1.0}, {'entity': 'neutrophils', 'concept_id': 'C0027950', 'confidence': 1.0}, {'entity': 'psoriasis', 'concept_id': 'C0033860', 'confidence': 1.0}], [{'entity': 'Vessels', 'concept_id': 'C0005847', 'confidence': 1.0}, {'entity': 'diagnosing', 'concept_id': 'C0011900', 'confidence': 1.0}, {'entity': 'psoriasis', 'concept_id': 'C0033860', 'confidence': 1.0}]]",0.0,1080.0,1920.0,0,1
10,The spindle cells have pink collagen in the background.,oNdYlB4vkFc_image_94ae44c7-ee6b-4588-8620-9615be4fd656.jpg,quilt,train,"['Genitourinary', 'Gynecologic', 'Hematopathology']",[], I or the other normal that I showed you but you can tell that these spindle cells they have pink collagen in the background here at high power with the condenser flipped you can see that they're very much have that wavy ramen noodle pattern to the background collagen fibers the nuclei are not all that wavy some of them are but the collagen fibers certainly are wavy and there's also this kind of bluish purple cytoplasm at each end of the nucleus and again that myofibroblast versus smooth muscle video we'll talk more about that but this is a myofibroblastic process this is scar okay so that we've got parallel fascicles of of myofibroblast, I or the other normal that I showed you but you can tell that these spindle cells they have pink collagen in the background here at high power with the condenser flipped you can see that they're very much have that wavy ramen noodle pattern to the background collagen fibers the nuclei are not all that wavy some of them are but the collagen fibers certainly are wavy and there's also this kind of bluish purple cytoplasm at each end of the nucleus and again that myofibroblast versus smooth muscle video we'talk more about that but this is a myofibroblastic process this is scar okay so that we've got parallel fascicles of of myofibroblast,"[[{'entity': 'spindle cells', 'concept_id': 'C0682540', 'confidence': 1.0}, {'entity': 'pink', 'concept_id': 'C0332585', 'confidence': 1.0}, {'entity': 'collagen', 'concept_id': 'C0009325', 'confidence': 0.9999998807907104}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}], [{'entity': 'collagen', 'concept_id': 'C0009325', 'confidence': 0.9999998807907104}, {'entity': 'fibers', 'concept_id': 'C0000696', 'confidence': 0.9201323986053467}, {'entity': 'wavy pattern', 'concept_id': 'C0449774', 'confidence': 0.6592518091201782}], [{'entity': 'cells', 'concept_id': 'C0007584', 'confidence': 0.9999999403953552}, {'entity': 'bluish-purple cytoplasm', 'concept_id': 'C0010834', 'confidence': 0.5215408205986023}, {'entity': 'nucleus', 'concept_id': 'C0007610', 'confidence': 1.0}], [{'entity': 'myofibroblastic process', 'concept_id': 'C0225360', 'confidence': 0.8315185308456421}, {'entity': 'scar tissue', 'concept_id': 'C0241158', 'confidence': 1.0}]]",2.0,1080.0,1920.0,0,0
11,"Histologically, a low grade malignancy like low grade chondrosarcoma with a biphasic or high grade area adjacent to or surrounding the lesion is observed.",_GRcnnXeE9c_image_330b933d-931f-4911-9dc6-e059f633871d.jpg,quilt,train,"['Bone', 'Soft tissue', 'Hematopathology']",['lucency around a lesion']," And the hallmarks are the radiographic findings of a change, changing symptoms, lucency around a more indolent lesion. And histologically, we look for a low grade lesion, low grade malignancy like this low grade chondrosarcoma with a biphasic or more high grade area adjacent to or surrounding that lesion. So our diagnosis on this case would be a de-differentiated chondrosarcoma arising from a low grade chondrosarcoma, probably a chondroid lesion that had been present for some time. Now, if our biopsy were just of this type of tissue, we certainly could render the diagnosis of a"," And the hallmarks are the radiographic findings of a change, changing symptoms, lucency around a more indolent lesion. And histologically, we look for a low grade lesion, low grade malignancy like this low grade chondrosarcoma with a biphasic or more high grade area adjacent to or surrounding that lesion. So our diagnosis on this case would be a de-differentiated chondrosarcoma arising from a low grade chondrosarcoma, probably a chondroid lesion that had been present for some time. Now, if our biopsy were just of this type of tissue, we certainly could render the diagnosis of a","[[{'entity': 'Radiographic', 'concept_id': 'C0444708', 'confidence': 1.0}, {'entity': 'findings', 'concept_id': 'C2607943', 'confidence': 1.0}, {'entity': 'changing', 'concept_id': 'C0392747', 'confidence': 1.0}, {'entity': 'symptoms', 'concept_id': 'C0683368', 'confidence': 1.0}, {'entity': 'hallmarks', 'concept_id': 'C0522501', 'confidence': 0.6871080994606018}, {'entity': 'dedifferentiated chondrosarcoma', 'concept_id': 'C0862878', 'confidence': 1.0}], [{'entity': 'Histologically', 'concept_id': 'C0205462', 'confidence': 1.0}, {'entity': 'low', 'concept_id': 'C0205251', 'confidence': 0.9999999403953552}, {'entity': 'low grade', 'concept_id': 'C1282907', 'confidence': 0.9999999403953552}, {'entity': 'biphasic', 'concept_id': 'C0205184', 'confidence': 1.0}, {'entity': 'high', 'concept_id': 'C0205250', 'confidence': 1.0}, {'entity': 'surrounding', 'concept_id': 'C1282914', 'confidence': 1.0}, {'entity': 'lesion', 'concept_id': 'C0221198', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
12,Normoblasts also seem to be in the halloween2019 mood. hemepath HappyHalloween,1190033293669879809_0.jpg,openpath,train,,,,,,,,,0,1
13,"Passenger Merkel cells can be found in the background of desmoplastic trichoepithelioma and other follicular tumors, but not in the background of MAC or basal cells.",8WWhRTta8ZI_image_0ebb7e3a-f836-4148-b350-2e0a561735ff.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Soft tissue']","['Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion', 'Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion']", occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic tricolap and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excise so I usually just don't mess with it and I just say here's the differential re-excise I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Ruppini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic tricolap because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic tricolap by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic tricolap usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic tricolap challenging diagnosis and what's that one another beauty tricoadenoma yeah and they're basically a, occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic trichoepithelioma and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excision so I usually just don't mess with it and I just say here's the differential re-excision I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Rapini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic trichoepithelioma because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic trichoepithelioma by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic trichoepithelioma usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic trichoepithelioma challenging diagnosis and what's that one another beauty trichoepithelioma yeah and they're basically a,"[[{'entity': 'Passenger Merkel cells', 'concept_id': 'C0205832', 'confidence': 0.783627986907959}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'follicular', 'concept_id': 'C0439682', 'confidence': 1.0}, {'entity': 'tumors', 'concept_id': 'C0027651', 'confidence': 1.0}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}, {'entity': 'basal cells', 'concept_id': 'C0596155', 'confidence': 1.0}], [{'entity': 'Stains', 'concept_id': 'C0038128', 'confidence': 1.0}, {'entity': 'suboptimal', 'concept_id': 'C2984009', 'confidence': 1.0}, {'entity': 'diagnosing', 'concept_id': 'C0011900', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'sample', 'concept_id': 'C0370003', 'confidence': 1.0}, {'entity': 'H&E', 'concept_id': 'C0523207', 'confidence': 1.0}, {'entity': 'staining', 'concept_id': 'C0487602', 'confidence': 1.0}], [{'entity': 'Perineural invasion', 'concept_id': 'C1317608', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}], [{'entity': 'Desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'diagnosis', 'concept_id': 'C0011900', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
14,"Stains are suboptimal for diagnosing desmoplastic trichoepithelioma, and a larger sample with H&E staining is preferred.",8WWhRTta8ZI_image_0ebb7e3a-f836-4148-b350-2e0a561735ff.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Soft tissue']","['Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion', 'Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion']", occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic tricolap and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excise so I usually just don't mess with it and I just say here's the differential re-excise I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Ruppini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic tricolap because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic tricolap by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic tricolap usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic tricolap challenging diagnosis and what's that one another beauty tricoadenoma yeah and they're basically a, occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic trichoepithelioma and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excision so I usually just don't mess with it and I just say here's the differential re-excision I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Rapini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic trichoepithelioma because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic trichoepithelioma by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic trichoepithelioma usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic trichoepithelioma challenging diagnosis and what's that one another beauty trichoepithelioma yeah and they're basically a,"[[{'entity': 'Passenger Merkel cells', 'concept_id': 'C0205832', 'confidence': 0.783627986907959}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'follicular', 'concept_id': 'C0439682', 'confidence': 1.0}, {'entity': 'tumors', 'concept_id': 'C0027651', 'confidence': 1.0}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}, {'entity': 'basal cells', 'concept_id': 'C0596155', 'confidence': 1.0}], [{'entity': 'Stains', 'concept_id': 'C0038128', 'confidence': 1.0}, {'entity': 'suboptimal', 'concept_id': 'C2984009', 'confidence': 1.0}, {'entity': 'diagnosing', 'concept_id': 'C0011900', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'sample', 'concept_id': 'C0370003', 'confidence': 1.0}, {'entity': 'H&E', 'concept_id': 'C0523207', 'confidence': 1.0}, {'entity': 'staining', 'concept_id': 'C0487602', 'confidence': 1.0}], [{'entity': 'Perineural invasion', 'concept_id': 'C1317608', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}], [{'entity': 'Desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'diagnosis', 'concept_id': 'C0011900', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
15,"Perineural invasion is not typically seen in desmoplastic trichoepithelioma, and its presence may suggest MAC.",8WWhRTta8ZI_image_0ebb7e3a-f836-4148-b350-2e0a561735ff.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Soft tissue']","['Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion', 'Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion']", occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic tricolap and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excise so I usually just don't mess with it and I just say here's the differential re-excise I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Ruppini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic tricolap because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic tricolap by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic tricolap usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic tricolap challenging diagnosis and what's that one another beauty tricoadenoma yeah and they're basically a, occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic trichoepithelioma and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excision so I usually just don't mess with it and I just say here's the differential re-excision I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Rapini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic trichoepithelioma because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic trichoepithelioma by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic trichoepithelioma usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic trichoepithelioma challenging diagnosis and what's that one another beauty trichoepithelioma yeah and they're basically a,"[[{'entity': 'Passenger Merkel cells', 'concept_id': 'C0205832', 'confidence': 0.783627986907959}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'follicular', 'concept_id': 'C0439682', 'confidence': 1.0}, {'entity': 'tumors', 'concept_id': 'C0027651', 'confidence': 1.0}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}, {'entity': 'basal cells', 'concept_id': 'C0596155', 'confidence': 1.0}], [{'entity': 'Stains', 'concept_id': 'C0038128', 'confidence': 1.0}, {'entity': 'suboptimal', 'concept_id': 'C2984009', 'confidence': 1.0}, {'entity': 'diagnosing', 'concept_id': 'C0011900', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'sample', 'concept_id': 'C0370003', 'confidence': 1.0}, {'entity': 'H&E', 'concept_id': 'C0523207', 'confidence': 1.0}, {'entity': 'staining', 'concept_id': 'C0487602', 'confidence': 1.0}], [{'entity': 'Perineural invasion', 'concept_id': 'C1317608', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}], [{'entity': 'Desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'diagnosis', 'concept_id': 'C0011900', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
16,Desmoplastic trichoepithelioma is a challenging diagnosis.,8WWhRTta8ZI_image_0ebb7e3a-f836-4148-b350-2e0a561735ff.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Soft tissue']","['Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion', 'Passenger Merkel cells', 'desmoplastic trichoepithelioma', 'MAC', 'basal cells', 'perineural invasion']", occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic tricolap and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excise so I usually just don't mess with it and I just say here's the differential re-excise I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Ruppini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic tricolap because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic tricolap by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic tricolap usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic tricolap challenging diagnosis and what's that one another beauty tricoadenoma yeah and they're basically a, occasionally found useful it will stain scattered passenger Merkel cells in the background of desmoplastic trichoepithelioma and other follicular tumors and those cells are usually not present in the background of Mac or basal cells so I've I found that useful occasionally but most the time on a small biopsy no matter how many stains I do I'm still gonna hedge and still gonna tell them to re-excision so I usually just don't mess with it and I just say here's the differential re-excision I feel like a big enough sample and H&E is what I need more than a bunch of extra stains so that's my personal practical approach but you can read the literature there's lots of the fact that there are so many stains described to sort this out tells you that none of them work perfectly well and then it's hard that's what Dr. Rapini said you got a bunch of different treatments for something it's because none of them work very well and I think the same is true for stains when we have to keep investigating new stains it's because they're all suboptimal in some way or another this is a good example of desmoplastic trichoepithelioma because we can see the tumors limited to the dermis if I see perineural invasion even though that has been described in desmoplastic trichoepithelioma by very good derm paths who I like and trust it still doesn't sit well with me in my soul I just don't like that idea of seeing perineural invasion of desmoplastic trichoepithelioma usually that's a feature that makes me strongly favor MAC okay so here's desmoplastic trichoepithelioma challenging diagnosis and what's that one another beauty trichoepithelioma yeah and they're basically a,"[[{'entity': 'Passenger Merkel cells', 'concept_id': 'C0205832', 'confidence': 0.783627986907959}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'follicular', 'concept_id': 'C0439682', 'confidence': 1.0}, {'entity': 'tumors', 'concept_id': 'C0027651', 'confidence': 1.0}, {'entity': 'background', 'concept_id': 'C1706907', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}, {'entity': 'basal cells', 'concept_id': 'C0596155', 'confidence': 1.0}], [{'entity': 'Stains', 'concept_id': 'C0038128', 'confidence': 1.0}, {'entity': 'suboptimal', 'concept_id': 'C2984009', 'confidence': 1.0}, {'entity': 'diagnosing', 'concept_id': 'C0011900', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'sample', 'concept_id': 'C0370003', 'confidence': 1.0}, {'entity': 'H&E', 'concept_id': 'C0523207', 'confidence': 1.0}, {'entity': 'staining', 'concept_id': 'C0487602', 'confidence': 1.0}], [{'entity': 'Perineural invasion', 'concept_id': 'C1317608', 'confidence': 1.0}, {'entity': 'desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'presence', 'concept_id': 'C0150312', 'confidence': 1.0}, {'entity': 'MAC', 'concept_id': 'C0009545', 'confidence': 0.9999999403953552}], [{'entity': 'Desmoplastic trichoepithelioma', 'concept_id': 'C0432526', 'confidence': 1.0}, {'entity': 'diagnosis', 'concept_id': 'C0011900', 'confidence': 0.9999998807907104}]]",0.0,1080.0,1920.0,0,0
18,Description of the appearance of keratinocytes and melanocytes in the epidermis.,i79WpnYTu7U_image_4c0c3c4c-bb0e-475b-9855-7ecbe8472888.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Head and Neck']",[]," nucleus shrinks up and is naked and alone. So when you see vacuoles in the epidermis and you're trying to decide is it a keratinocyte or a melanocyte, if they have the little halo right around the nucleus, it's probably a keratinocyte. If the nucleus has a little blob of spidery cytoplasm around it, like that guy, it's probably a melanocyte. So these two guys here are melanocytes. And normal melanocytes live along the basal layer, here's another one there. You can kind"," nucleus shrinks up and is naked and alone. So when you see vacuoles in the epidermis and you're trying to decide is it a keratinocyte or a melanocyte, if they have the little halo right around the nucleus, it's probably a keratinocyte. If the nucleus has a little blob of spidery cytoplasm around it, like that guy, it's probably a melanocyte. So these two guys here are melanocytes. And normal melanocytes live along the basal layer, here's another one there. You can kind","[[{'entity': 'Description', 'concept_id': 'C0678257', 'confidence': 1.0}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}, {'entity': 'keratinocytes', 'concept_id': 'C0022567', 'confidence': 1.0}, {'entity': 'melanocytes', 'concept_id': 'C0025201', 'confidence': 1.0}, {'entity': 'epidermis', 'concept_id': 'C0014520', 'confidence': 1.0}], [{'entity': 'Normal', 'concept_id': 'C0205307', 'confidence': 1.0}, {'entity': 'melanocytes', 'concept_id': 'C0025201', 'confidence': 1.0}, {'entity': 'basal layer', 'concept_id': 'C0221925', 'confidence': 1.0}]]",2.0,1080.0,1920.0,0,0
19,Normal melanocytes are located along the basal layer.,i79WpnYTu7U_image_4c0c3c4c-bb0e-475b-9855-7ecbe8472888.jpg,quilt,train,"['Dermatopathology', 'Hematopathology', 'Head and Neck']",[]," nucleus shrinks up and is naked and alone. So when you see vacuoles in the epidermis and you're trying to decide is it a keratinocyte or a melanocyte, if they have the little halo right around the nucleus, it's probably a keratinocyte. If the nucleus has a little blob of spidery cytoplasm around it, like that guy, it's probably a melanocyte. So these two guys here are melanocytes. And normal melanocytes live along the basal layer, here's another one there. You can kind"," nucleus shrinks up and is naked and alone. So when you see vacuoles in the epidermis and you're trying to decide is it a keratinocyte or a melanocyte, if they have the little halo right around the nucleus, it's probably a keratinocyte. If the nucleus has a little blob of spidery cytoplasm around it, like that guy, it's probably a melanocyte. So these two guys here are melanocytes. And normal melanocytes live along the basal layer, here's another one there. You can kind","[[{'entity': 'Description', 'concept_id': 'C0678257', 'confidence': 1.0}, {'entity': 'appearance', 'concept_id': 'C0233426', 'confidence': 1.0}, {'entity': 'keratinocytes', 'concept_id': 'C0022567', 'confidence': 1.0}, {'entity': 'melanocytes', 'concept_id': 'C0025201', 'confidence': 1.0}, {'entity': 'epidermis', 'concept_id': 'C0014520', 'confidence': 1.0}], [{'entity': 'Normal', 'concept_id': 'C0205307', 'confidence': 1.0}, {'entity': 'melanocytes', 'concept_id': 'C0025201', 'confidence': 1.0}, {'entity': 'basal layer', 'concept_id': 'C0221925', 'confidence': 1.0}]]",2.0,1080.0,1920.0,0,0
